Title,Environments,Aliases,Owners,Primary URL (Site folder name),Department,Notes
Cynthia Cattell,"test, prod","cattell.dev.umn.edu, cattell.stg.umn.edu",cattell,cattell.umn.edu,CSE - College of Science & Engineering,
Patrick Kelly,"test, prod","kelly.dev.umn.edu, kelly.stg.umn.edu",plkelly,kelly.umn.edu,CSE - College of Science & Engineering,
Thomas W. Jones,"test, prod","jones.dev.umn.edu, jones.stg.umn.edu",twj,jones.umn.edu,CSE - College of Science & Engineering,
Lucy Fortson,"test, prod","fortson.dev.umn.edu, fortson.stg.umn.edu",lfortson,fortson.umn.edu,CSE - College of Science & Engineering,
Michael Coughlin,"test, prod","coughlin.dev.umn.edu, coughlin.stg.umn.edu",cough052,coughlin.umn.edu,CSE - College of Science & Engineering,
Greven Group,prod,"grevengroup.dev.umn.edu, grevengroup.stg.umn.edu","greven, khand080",grevengroup.umn.edu,CSE - College of Science & Engineering,
University of Minnesota Robotics,"dev, test, prod","studentrobotics.stg.umn.edu, studentrobotics.dev.umn.edu, studentrobotics.dl9.umn.edu, studentrobotics.umn.edu",qhe,studentrobotics.umn.edu,CSE - College of Science & Engineering,
Polymer Materials and Mechanics Lab,"test, prod","polymech.stg.umn.edu, polymech.dev.umn.edu, polymech.dl9.umn.edu","smantell, hagen729",polymech.umn.edu,CSE - College of Science & Engineering,
Murti Salapaka,prod,"salapaka.dev.umn.edu, salapaka.stg.umn.edu",murtis,salapaka.umn.edu,CSE - College of Science & Engineering,
acmw,prod,"acmw.stg.umn.edu, acmw.dev.umn.edu, acmw.dl9.umn.edu, acmw.umn.edu","watt0087, kmthomas",acmw.umn.edu,CSE - College of Science & Engineering,
REU Big Data,"dev, test, prod","reubigdata.stg.umn.edu, reubigdata.dev.umn.edu, reubigdata.dl9.umn.edu, reubigdata.cs.umn.edu",suma,reu.cs.umn.edu,CSE - College of Science & Engineering,
MinneWIC 2019,"dev, test, prod","minnewic2019.stg.umn.edu, minnewic2019.dev.umn.edu, minnewic2019.dl9.umn.edu",watt0087,minnewic2019.umn.edu,CSE - College of Science & Engineering,
melyasi,"dev, test, prod","melyasi.stg.umn.edu, melyasi.dev.umn.edu, melyasi.dl9.umn.edu",melyasi,melyasi.umn.edu,CSE - College of Science & Engineering,
Particle Technology Laboratory,"dev, test, prod","ptl.dl.umn.edu, ptl.stg.umn.edu, ptl.dev.umn.edu, ptl.dl9.umn.edu","dyhpui, qou",ptl.umn.edu,CSE - College of Science & Engineering,
Center for Quantum Materials,"dev, test, prod","cqm.stg.umn.edu, cqm.dev.umn.edu, cqm.dl9.umn.edu",greven,cqm.umn.edu,CSE - College of Science & Engineering,
CUSP,"dev, test, prod","cusp.stg.umn.edu, cusp.dev.umn.edu, cusp.dl9.umn.edu","mohan, rajux018, kdukart",cusp.umn.edu,CSE - College of Science & Engineering,
Junaed Sattar Homepage,"dev, test, prod","junaedsattar.stg.umn.edu, junaedsattar.dev.umn.edu, junaedsattar.dl9.umn.edu, junaedsattar.cs.umn.edu",junaed,junaedsattar.cs.umn.edu,CSE - College of Science & Engineering,
Shen Lab,"dev, test, prod","shenlab.stg.umn.edu, shenlab.dev.umn.edu, shenlab.dl9.umn.edu",mcdo0486,shenlab.umn.edu,CSE - College of Science & Engineering,
Prof. Steven S. Saliterman's Course Website,"dev, test, prod","saliterman.stg.umn.edu, saliterman.dev.umn.edu, saliterman.dl9.umn.edu",drsteve,saliterman.umn.edu,CSE - College of Science & Engineering,
Living Devices Lab,"dev, test, prod","www.livingdevices.umn.edu, livingdevices.stg.umn.edu, livingdevices.dev.umn.edu, livingdevices.dl9.umn.edu","dkwood, mcdo0486",livingdevices.umn.edu,CSE - College of Science & Engineering,
Sonic Lab,"dev, test, prod","soniclab.stg.umn.edu, soniclab.dev.umn.edu, soniclab.dl9.umn.edu","mehta162, mcdo0486, rodr0283",soniclab.umn.edu,CSE - College of Science & Engineering,
Ashkenazi Lab,"dev, test, prod","ashkenazi-lab.stg.umn.edu, ashkenazi-lab.dev.umn.edu, ashkenazi-lab.dl9.umn.edu, ashkenazi-lab.umn.edu","ashke003, mcdo0486",ashkenazi-lab.umn.edu,CSE - College of Science & Engineering,
Barocas Research Group,prod,"barocas-bme.dev.umn.edu, barocas-bme.stg.umn.edu, barocas.bme.umn.edu",mcdo0486,barocas.bme.umn.edu,CSE - College of Science & Engineering,
Akkin Lab,"dev, test, prod","akkinlab.stg.umn.edu, akkinlab.dev.umn.edu, akkinlab.dl9.umn.edu","akkin, mcdo0486",akkinlab.umn.edu,CSE - College of Science & Engineering,
Linderman Research Group,"dev, test, prod","linderman.stg.umn.edu, linderman.dev.umn.edu, linderman.dl9.umn.edu, linderman.cege.umn.edu",llinderm,linderman.umn.edu,CSE - College of Science & Engineering,
The Buhlmann Research Group,"test, prod","buhlmann.stg.umn.edu, buhlmann.dev.umn.edu, buhlmann.dl9.umn.edu",herre300,buhlmann.chem.umn.edu,CSE - College of Science & Engineering,
scicourt,"test, prod","scicourt.stg.umn.edu, scicourt.dev.umn.edu, scicourt.dl9.umn.edu",tadmor,scicourt.umn.edu,CSE - College of Science & Engineering,
Thomas E Murphy Engine Research Laboratory,"dev, test, prod","merl.stg.umn.edu, merl.dev.umn.edu, merl.dl9.umn.edu","wnorthro, biswas",merl.umn.edu,CSE - College of Science & Engineering,
Boundary Element Method and Green's functions,prod,"george-and-bem-cege.dev.umn.edu, george-and-bem-cege.stg.umn.edu, george-and-bem-cege.dl9.umn.edu, george-and-bem.cege.umn.edu",mcdo0486,george-and-bem.cege.umn.edu,CSE - College of Science & Engineering,
imtqcs.umn.edu,prod,"imtqcs.dev.umn.edu, imtqcs.stg.umn.edu",canf0019,imtqcs.umn.edu,CSE - College of Science & Engineering,
Molecular Cell Engineering Laboratory (MCEL),"dev, test, prod","sarkarlab.stg.umn.edu, sarkarlab.dev.umn.edu, sarkarlab.dl9.umn.edu","csarkar, mcdo0486",sarkarlab.umn.edu,CSE - College of Science & Engineering,
Tranquillo Group,"dev, test, prod","tranquillo.stg.umn.edu, tranquillo.dev.umn.edu, tranquillo.dl9.umn.edu, tranquillolab.umn.edu, tranquillo.umn.edu",mcdo0486,tranquillo.umn.edu,CSE - College of Science & Engineering,
AEM 2019,prod,"aem2019-cege.dev.umn.edu, aem2019-cege.stg.umn.edu, aem2019-cege.dl9.umn.edu",mcdo0486,aem2019.cege.umn.edu,CSE - College of Science & Engineering,
AEM 2017,prod,"aem2017-cege.dev.umn.edu, aem2017-cege.stg.umn.edu, aem2017-cege.dl9.umn.edu",mcdo0486,aem2017.cege.umn.edu,CSE - College of Science & Engineering,
AEM 2015,prod,"aem2015-cege.dev.umn.edu, aem2015-cege.stg.umn.edu, aem2015-cege.dl9.umn.edu",mcdo0486,aem2015.cege.umn.edu,CSE - College of Science & Engineering,
Limnological Research Center,"test, prod","lrc-esci.dev.umn.edu, lrc-esci.stg.umn.edu, lrc-esci.dl8.umn.edu, lrc.geo.umn.edu","noren021, cantn001",lrc.esci.umn.edu,CSE - College of Science & Engineering,
FOXSI Sounding Rocket,"dev, test, prod","foxsi.stg.umn.edu, foxsi.dev.umn.edu, foxsi.dl9.umn.edu",glesener,foxsi.umn.edu,CSE - College of Science & Engineering,
UMN SmallSat Program,"dev, test, prod","smallsat.stg.umn.edu, smallsat.dev.umn.edu, smallsat.dl9.umn.edu","glesener, zimm0542",smallsat.umn.edu,CSE - College of Science & Engineering,
"Earth & Environmental Sciences Diversity, Equity, and Inclusion Committee","test, prod","dei-esci.dev.umn.edu, dei-esci.stg.umn.edu",kress004,dei.esci.umn.edu,CSE - College of Science & Engineering,
"Plasma, Power, and Propulsion Research Lab (3P)","test, prod","3p.dev.umn.edu, 3p.stg.umn.edu","mdunst, biswas",3p.umn.edu,CSE - College of Science & Engineering,
Mosenfelder Faculty Page,"test, prod","mosenfelder.stg.umn.edu, mosenfelder.dev.umn.edu, mosenfelder.dl9.umn.edu",jmosenfe,mosenfelder.umn.edu,CSE - College of Science & Engineering,
Ng Hydrology/Hydrogeology Research Group,"test, prod","hydro-esci.dev.umn.edu, hydro-esci.stg.umn.edu, hydro-esci.dl8.umn.edu",gcng,hydro.esci.umn.edu,CSE - College of Science & Engineering,
Hadoop Research,"test, prod","st-hadoop.stg.umn.edu, st-hadoop.dev.umn.edu, st-hadoop.dl9.umn.edu",mokbel,st-hadoop.cs.umn.edu,CSE - College of Science & Engineering,
Physics & Astronomy Graduate Students,prod,"phys-astro-grads.dev.umn.edu, phys-astro-grads.stg.umn.edu",canf0019,phys-astro-grads.umn.edu,CSE - College of Science & Engineering,
Paleobiology and Paleoecology Group Site,"test, prod","umn-paleo-esci.dev.umn.edu, umn-paleo-esci.stg.umn.edu",dlfox,umn-paleo.esci.umn.edu,CSE - College of Science & Engineering,
Paleobiology and Paleoecology,"test, prod","paleobio-esci.dev.umn.edu, paleobio-esci.stg.umn.edu","kress004, dlfox",paleobio.esci.umn.edu,CSE - College of Science & Engineering,
Robotic Sensor Networks Lab,prod,"rsn.dev.umn.edu, rsn.stg.umn.edu, rsn.cs.umn.edu","isler, readx028",rsn.umn.edu,CSE - College of Science & Engineering,
Sairaj Dhople Faculty Page,"test, prod","sairajdhople.stg.umn.edu, sairajdhople.dev.umn.edu, sairajdhople.dl9.umn.edu",sdhople,sairajdhople.umn.edu,CSE - College of Science & Engineering,
Franklin Lab,"test, prod","rfranklin.stg.umn.edu, rfranklin.dev.umn.edu, rfranklin.dl9.umn.edu","rfrank01, kdukart",rfranklin.umn.edu,CSE - College of Science & Engineering,
MINT,"test, prod","mint.stg.umn.edu, mint.dev.umn.edu, mint.dl9.umn.edu",victo004,mint.umn.edu,CSE - College of Science & Engineering,
CPFP Short Course,prod,"cpfpshortcourse-cems.dev.umn.edu, cpfpshortcourse-cems.stg.umn.edu",mcdo0486,cpfpshortcourse.cems.umn.edu,CSE - College of Science & Engineering,
Mohan Faculty Page,"test, prod","mohan.stg.umn.edu, mohan.dev.umn.edu, mohan.dl9.umn.edu",mohan,mohan.umn.edu,CSE - College of Science & Engineering,
Stadler Faculty Page,"test, prod","stadler.stg.umn.edu, stadler.dev.umn.edu, stadler.dl9.umn.edu",stadl002,stadler.umn.edu,CSE - College of Science & Engineering,
Multi-Axial Subassemblage Testing (MAST) Laboratory,"test, prod","www.mastlab.umn.edu, mastlab.stg.umn.edu, mastlab.dev.umn.edu, mastlab.dl9.umn.edu, nees.umn.edu","renda003, llinderm, sbarbach",mastlab.umn.edu,CSE - College of Science & Engineering,
Wada Geodynamics Lab,"test, prod","geodynamics.stg.umn.edu, geodynamics.dev.umn.edu, geodynamics.dl9.umn.edu, geodynamics.esci.umn.edu",iwada,geodynamics.umn.edu,CSE - College of Science & Engineering,
MESA,"test, prod","mesa.stg.umn.edu, mesa.dev.umn.edu, mesa.dl9.umn.edu, mesa.esci.umn.edu",iwada,mesa.umn.edu,CSE - College of Science & Engineering,
Human/Machine Design Lab,prod,"hmdl.dev.umn.edu, hmdl.stg.umn.edu, hmdl.dl8.umn.edu","agarw161, wkdurfee, gotth006",hmdl.umn.edu,CSE - College of Science & Engineering,
Kortshagen Group,"test, prod","ukgroup.dev.umn.edu, ukgroup.stg.umn.edu, kortshagen.umn.edu, ukgroup.umn.edu","agarw161, korts001",ukgroup.umn.edu,CSE - College of Science & Engineering,
Code The Gap,"dev, test, prod","codethegap.dev.umn.edu, codethegap.stg.umn.edu","rampa009, watt0087",codethegap.umn.edu,CSE - College of Science & Engineering,
Physics Force,"dev, test, prod","physicsforce.stg.umn.edu, physicsforce.dev.umn.edu, physicsforce.dl9.umn.edu",jallan,physicsforce.umn.edu,CSE - College of Science & Engineering,
Heat and Mass Transfer Laboratory,"test, prod","hmtl.dev.umn.edu, hmtl.stg.umn.edu","agarw161, kulac001",hmtl.umn.edu,CSE - College of Science & Engineering,
Center for Diesel Research,prod,"cdr.dev.umn.edu, cdr.stg.umn.edu, cdr.umn.edu, mnttl.umn.edu","srhaag, agarw161",cdr.umn.edu,CSE - College of Science & Engineering,
harjani.umn.edu,prod,"harjani.dev.umn.edu, harjani.stg.umn.edu","harjani, suku0005, pet04629",harjani.umn.edu,CSE - College of Science & Engineering,
goldstein.umn.edu,prod,"goldstein.dev.umn.edu, goldstein.stg.umn.edu",mdunst,goldstein.umn.edu,CSE - College of Science & Engineering,
Odde Lab,"dev, prod","oddelab.dev.umn.edu, oddelab.stg.umn.edu, oddelab.dl8.umn.edu",houxx149,oddelab.umn.edu,CSE - College of Science & Engineering,
Spa Career Advisory Board,"test, prod","spa-cab.stg.umn.edu, spa-cab.dev.umn.edu, spa-cab.dl8.umn.edu",hanany,spa-cab.umn.edu,CSE - College of Science & Engineering,
CEMS Students Organizing Against Racism Group,prod,"soar-cems.dev.umn.edu, soar-cems.stg.umn.edu","cems-itoffice, mcdo0486",soar.cems.umn.edu,CSE - College of Science & Engineering,
Center for BioInorganic Chemistry,"test, prod","cbic.dl8.umn.edu, cbic.dev.umn.edu, cbic.stg.umn.edu","barte113, rapa0020",cbic.chem.umn.edu,CSE - College of Science & Engineering,
Tithof Lab,prod,"tithoflab.dev.umn.edu, tithoflab.stg.umn.edu",tithof,tithoflab.umn.edu,CSE - College of Science & Engineering,
Minnesota Interactive Robotics and Vision Laboratory,"test, prod","irvlab.stg.umn.edu, irvlab.dev.umn.edu, irvlab.dl8.umn.edu",junaed,irvlab.cs.umn.edu,CSE - College of Science & Engineering,
CEMS Teaching Labs,prod,"teachinglabs-cems.dev.umn.edu, teachinglabs-cems.stg.umn.edu",dorfman,teachinglabs.cems.umn.edu,CSE - College of Science & Engineering,
Anette von der Handt Faculty Page,"test, prod","avdhandt.stg.umn.edu, avdhandt.dev.umn.edu, avdhandt.dl8.umn.edu",avdhandt,avdhandt.umn.edu,CSE - College of Science & Engineering,
Imagine Lab,prod,"imagine.dev.umn.edu, imagine.stg.umn.edu",akcakaya,imagine.umn.edu,CSE - College of Science & Engineering,
Rock and Mineral Physics Laboratory,prod,"rockandmineralphysics-esci.dev.umn.edu, rockandmineralphysics-esci.stg.umn.edu, rockandmineralphysics.esci.umn.edu",lnhansen,rockandmineralphysics.esci.umn.edu,CSE - College of Science & Engineering,
Physics Education Research and Development Group,"dev, test, prod","physicseducation.dev.umn.edu, physicseducation.stg.umn.edu, physicseducation.dl8.umn.edu",helle001,physicseducation.umn.edu,CSE - College of Science & Engineering,
ISING Research Project,"dev, test, prod","ising.dev.umn.edu, ising.stg.umn.edu","chriskim, balaj045",ising.umn.edu,CSE - College of Science & Engineering,
Hozalski Group,prod,"hozalski-cege.dev.umn.edu, hozalski-cege.stg.umn.edu","cems-itoffice, mcdo0486",hozalski.cege.umn.edu,CSE - College of Science & Engineering,
Novak Research Group,prod,"novak.cege.dev.umn.edu, novak.cege.stg.umn.edu",mcdo0486,novak.cege.umn.edu,CSE - College of Science & Engineering,
Paleoenvironmental/Marine Palynology Laboratory,"dev, test, prod","paleoenvironmental.dev.umn.edu, paleoenvironmental.stg.umn.edu",vpospe,paleoenvironmental.esci.umn.edu,CSE - College of Science & Engineering,
UMN Networking Research Group,"test, prod","networking.stg.umn.edu, networking.dev.umn.edu, networking.dl8.umn.edu, networking.umn.edu, netwise.umn.edu",naray111,networking.cs.umn.edu,CSE - College of Science & Engineering,
CSE Student Organizations,"test, prod","cseorgs.stg.umn.edu, cseorgs.dev.umn.edu, cseorgs.dl8.umn.edu",koch0137,cseorgs.umn.edu,CSE - College of Science & Engineering,
Hubel Research Group,prod,"hubel.dev.umn.edu, hubel.stg.umn.edu",juelf002,hubel.umn.edu,CSE - College of Science & Engineering,
Micro/Nanoscale Thermal Transport Laboratory,prod,mttl.dev.umn.edu,"zhan5628, lille164",mttl.umn.edu,CSE - College of Science & Engineering,
Mechanical Energy & Power Systems Laboratory,prod,meps.dev.umn.edu,"boyce042, lille164",meps.umn.edu,CSE - College of Science & Engineering,
Automotive Propulsion Control Laboratory,prod,apcl.dev.umn.edu,"suh00016, lille164, mdunst",apcl.umn.edu,CSE - College of Science & Engineering,
Shear Flow Control Laboratory,prod,sfcl.dev.umn.edu,"mja, lille164",sfcl.umn.edu,CSE - College of Science & Engineering,
ECE Depot,"test, prod","depot.dl8.umn.edu, depot.stg.umn.edu, depot.dev.umn.edu, depot.ece.umn.edu",kdukart,depot.ece.umn.edu,CSE - College of Science & Engineering,
"Laboratory for Innovations in Sensing, Estimation, and Control (LISEC)","dev, prod",lisec.dev.umn.edu,"xiexx592, lille164",lisec.umn.edu,CSE - College of Science & Engineering,
BioCoR,prod,"biocor.dev.umn.edu, biocor.dl8.umn.edu, www.biocor.umn.edu, biocor.umn.edu",duart061,biocor.umn.edu,CSE - College of Science & Engineering,
Complex Fluids and Multiphase Flows/Dutcher Group,prod,cfmf.dev.umn.edu,"liu00033, lille164",cfmf.umn.edu,CSE - College of Science & Engineering,
High Temperature & Plasma Laboratory,prod,htpl.dev.umn.edu,"pbruggem, lille164",htpl.umn.edu,CSE - College of Science & Engineering,
Medical Robotics and Devices Lab,prod,"mrd.umn.edu, mrd.dev.umn.edu",timk,mrd.umn.edu,CSE - College of Science & Engineering,
School of Physics and Astronomy Lecture Demonstrations,prod,"spademos.umn.edu, spademos.dev.umn.edu","ander213, albis001",spademos.umn.edu,CSE - College of Science & Engineering,
School of Physics and Astronomy Lab Safety,prod,"spalabsafety.dev.umn.edu, spalabsafety.umn.edu",ander213,spalabsafety.umn.edu,CSE - College of Science & Engineering,
Joseph Konstan,"dev, test, prod","konstan.dev.umn.edu, konstan.dl8.umn.edu",konstan,konstan.umn.edu,CSE - College of Science & Engineering,
UMN IEEE Group,prod,ieee.dev.umn.edu,leger,ieee.umn.edu,CSE - College of Science & Engineering,
International Workshop for Seizure Prediction,"test, prod","iwsp8.dl8.umn.edu, iwsp8.stg.umn.edu, iwsp8.umn.edu, ictals2017.umn.edu",tnetoff,iwsp8.umn.edu,CSE - College of Science & Engineering,
Design of Active Materials and Structures Laboratory (DAMSL),prod,"damsl.me.umn.edu, damsl-me.dev.umn.edu",jabel,damsl.me.umn.edu,CSE - College of Science & Engineering,
Massoud Amin Website,prod,"massoud-amin.dev.umn.edu, massoud-amin.dl8.umn.edu, massoud-amin.umn.edu, www.massoud-amin.umn.edu",amin,massoud-amin.umn.edu,CSE - College of Science & Engineering,
NeuralNetoff Lab,"test, prod","neuralnetoff.dl8.umn.edu, neuralnetoff.stg.umn.edu, neuralnetoff.dev.umn.edu, neuralnetoff.umn.edu","tnetoff, mcdo0486",neuralnetoff.umn.edu,CSE - College of Science & Engineering,
Center for Filtration Research,prod,"cfr.dev.umn.edu, cfr.stg.umn.edu",sckim,cfr.umn.edu,CSE - College of Science & Engineering,
Center for Excellence in Sensing Technologies & Analytics,prod,"cesta.dl8.umn.edu, cesta.dev.umn.edu, cesta.umn.edu",seefe019,cesta.umn.edu,CSE - College of Science & Engineering,
Multiphase Transport Phenomena Laboratory,"test, prod","mtpl.dl8.umn.edu, mtpl.stg.umn.edu, mtpl.dev.umn.edu",vinods,mtpl.umn.edu,CSE - College of Science & Engineering,
Wright Research Group,prod,wright-me.dev.umn.edu,"wrigh677, natasha",wright.me.umn.edu,CSE - College of Science & Engineering,
Wang Lab,"test, prod","biomaterials.dl8.umn.edu, biomaterials.stg.umn.edu, biomaterials.dev.umn.edu",wangx504,biomaterials.umn.edu,CSE - College of Science & Engineering,
Data Science Multi-messenger Astronomy,"dev, test, prod","dsmma.umn.edu, dsmma.dev.umn.edu, dsmma.stg.umn.edu","astrong, vuk",dsmma.umn.edu,CSE - College of Science & Engineering,
Omer Burak Demirel,"test, prod","demirel.umn.edu, demirel.dev.umn.edu, demirel.stg.umn.edu",demir035,demirel.umn.edu,CSE - College of Science & Engineering,
The ACM-W Celebration of Women in Computing in the Upper MidWest  (MinneWIC),prod,"minnewic.umn.edu, minnewic.dev.umn.edu",watt0087,minnewic.umn.edu,CSE - College of Science & Engineering,
Explore Computer Science Research,prod,"explorecsr.umn.edu, explorecsr.dev.umn.edu",watt0087,explorecsr.umn.edu,CSE - College of Science & Engineering,
Zheng Isotope Geochemistry Laboratory,prod,"isotopes.umn.edu, isotopes.dev.umn.edu, isotopes.esci.umn.edu",zhengxy,isotopes.umn.edu,CSE - College of Science & Engineering,
Blue Cube,prod,bluecube.umn.edu,"hubel001, grewe028",bluecube.umn.edu,CSE - College of Science & Engineering,
UMN ME REU Program,prod,"reu.me.umn.edu, reu.dev.umn.edu","adausch, smantell, gardn032, mdunst",reu.me.umn.edu,CSE - College of Science & Engineering,
Plumb Bob,"test, prod","plumbbob.dl8.umn.edu, plumbbob.dev.umn.edu, plumbbob.stg.umn.edu, plumbbob.umn.edu",koch0137,plumbbob.umn.edu,CSE - College of Science & Engineering,
Ogle Research Group,"dev, test, prod","ogle.bme.umn.edu, ogle.stg.umn.edu, ogle.dev.umn.edu","mcdo0486, rjorgen",ogle.bme.umn.edu,CSE - College of Science & Engineering,
Sungyon Research Lab,"test, prod","sungyon.me.umn.edu, sungyon.umn.edu",sungyon,sungyon.umn.edu,CSE - College of Science & Engineering,
AMAAZE,"test, prod",amaaze.stg.umn.edu,"olver, yezz0003, jwcalder",amaaze.umn.edu,CSE - College of Science & Engineering,
American Society of Mechanical Engineers,prod,"asme.dl8.umn.edu, asme.umn.edu",brose044,asme.umn.edu,CSE - College of Science & Engineering,
Science and Engineering Student Board,prod,"sesb.dl8.umn.edu, sesb.umn.edu",koch0137,sesb.umn.edu,CSE - College of Science & Engineering,
